_id,Region,CountryName,Brand,Store Number,Ownership Type,City,State/Province,Country
6609d38a84cdd505fad6ed48,Europe,Andorra,Starbucks,47370-257954,Licensed,Andorra la Vella,7,AD
6609d38a84cdd505fad6ed49,Asia,United Arab Emirates,Starbucks,22331-212325,Licensed,Ajman,AJ,AE
6609d38a84cdd505fad6ed4a,Asia,United Arab Emirates,Starbucks,47089-256771,Licensed,Ajman,AJ,AE
6609d38a84cdd505fad6ed4b,Asia,United Arab Emirates,Starbucks,22126-218024,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed4c,Asia,United Arab Emirates,Starbucks,17127-178586,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed4d,Asia,United Arab Emirates,Starbucks,17688-182164,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed4e,Asia,United Arab Emirates,Starbucks,18182-182165,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed4f,Asia,United Arab Emirates,Starbucks,23359-229184,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed50,Asia,United Arab Emirates,Starbucks,30781-99022,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed51,Asia,United Arab Emirates,Starbucks,20423-205465,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed52,Asia,United Arab Emirates,Starbucks,20424-205466,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed53,Asia,United Arab Emirates,Starbucks,1579-122101,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed54,Asia,United Arab Emirates,Starbucks,32595-122105,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed55,Asia,United Arab Emirates,Starbucks,24191-236428,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed56,Asia,United Arab Emirates,Starbucks,24604-238367,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed57,Asia,United Arab Emirates,Starbucks,32029-110804,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed58,Asia,United Arab Emirates,Starbucks,29560-238539,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed59,Asia,United Arab Emirates,Starbucks,32239-100001,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5a,Asia,United Arab Emirates,Starbucks,31719-103601,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5b,Asia,United Arab Emirates,Starbucks,20008-200004,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5c,Asia,United Arab Emirates,Starbucks,32767-131566,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5d,Asia,United Arab Emirates,Starbucks,3886-141408,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5e,Asia,United Arab Emirates,Starbucks,29539-254261,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed5f,Asia,United Arab Emirates,Starbucks,28809-251348,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed60,Asia,United Arab Emirates,Starbucks,34262-62540,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed61,Asia,United Arab Emirates,Starbucks,3178-141407,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed62,Asia,United Arab Emirates,Starbucks,34260-17877,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed63,Asia,United Arab Emirates,Starbucks,21605-213406,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed64,Asia,United Arab Emirates,Starbucks,1935-141406,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed65,Asia,United Arab Emirates,Starbucks,20113-195784,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed66,Asia,United Arab Emirates,Starbucks,34227-33225,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed67,Asia,United Arab Emirates,Starbucks,17361-180588,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed68,Asia,United Arab Emirates,Starbucks,15938-165686,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed69,Asia,United Arab Emirates,Starbucks,16453-170544,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6a,Asia,United Arab Emirates,Starbucks,24085-235545,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6b,Asia,United Arab Emirates,Starbucks,24932-239347,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6c,Asia,United Arab Emirates,Starbucks,18469-188844,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6d,Asia,United Arab Emirates,Starbucks,28810-251346,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6e,Asia,United Arab Emirates,Starbucks,1897-120044,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed6f,Asia,United Arab Emirates,Starbucks,20772-207664,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed70,Asia,United Arab Emirates,Starbucks,2176-143834,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed71,Asia,United Arab Emirates,Starbucks,18530-169885,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed72,Asia,United Arab Emirates,Starbucks,24931-239348,Licensed,Abu Dhabi,AZ,AE
6609d38a84cdd505fad6ed73,Asia,United Arab Emirates,Starbucks,29306-253248,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed74,Asia,United Arab Emirates,Starbucks,17291-169884,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed75,Asia,United Arab Emirates,Starbucks,32640-131563,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed76,Asia,United Arab Emirates,Starbucks,34332-97778,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed77,Asia,United Arab Emirates,Starbucks,16257-166109,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed78,Asia,United Arab Emirates,Starbucks,1926-141411,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed79,Asia,United Arab Emirates,Starbucks,24510-238164,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed7a,Asia,United Arab Emirates,Starbucks,17788-183965,Licensed,Al Ain,AZ,AE
6609d38a84cdd505fad6ed7b,Asia,United Arab Emirates,Starbucks,22963-226644,Licensed,Abu Dhabi,DU,AE
6609d38a84cdd505fad6ed7c,Asia,United Arab Emirates,Starbucks,23197-228761,Licensed,Abu Dhabi,DU,AE
6609d38a84cdd505fad6ed7d,Asia,United Arab Emirates,Starbucks,23549-231166,Licensed,Abu Dhabi,DU,AE
6609d38a84cdd505fad6ed7e,Asia,United Arab Emirates,Starbucks,15060-156348,Licensed,Al Barsha,DU,AE
6609d38a84cdd505fad6ed7f,Asia,United Arab Emirates,Starbucks,34291-80114,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed80,Asia,United Arab Emirates,Starbucks,27072-246650,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed81,Asia,United Arab Emirates,Starbucks,18751-188904,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed82,Asia,United Arab Emirates,Starbucks,18857-187024,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed83,Asia,United Arab Emirates,Starbucks,28908-251804,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed84,Asia,United Arab Emirates,Starbucks,32250-107405,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed85,Asia,United Arab Emirates,Starbucks,34211-17922,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed86,Asia,United Arab Emirates,Starbucks,34315-87671,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed87,Asia,United Arab Emirates,Starbucks,23213-228760,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed88,Asia,United Arab Emirates,Starbucks,30780-154130,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed89,Asia,United Arab Emirates,Starbucks,25406-240945,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8a,Asia,United Arab Emirates,Starbucks,32329-111864,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8b,Asia,United Arab Emirates,Starbucks,32741-141410,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8c,Asia,United Arab Emirates,Starbucks,17787-183964,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8d,Asia,United Arab Emirates,Starbucks,3183-143827,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8e,Asia,United Arab Emirates,Starbucks,32571-107873,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed8f,Asia,United Arab Emirates,Starbucks,23973-234507,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed90,Asia,United Arab Emirates,Starbucks,32144-123448,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed91,Asia,United Arab Emirates,Starbucks,34219-17920,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed92,Asia,United Arab Emirates,Starbucks,32476-106835,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed93,Asia,United Arab Emirates,Starbucks,7073-204444,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed94,Asia,United Arab Emirates,Starbucks,18026-187444,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed95,Asia,United Arab Emirates,Starbucks,34284-65720,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed96,Asia,United Arab Emirates,Starbucks,32117-116426,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed97,Asia,United Arab Emirates,Starbucks,20347-204885,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed98,Asia,United Arab Emirates,Starbucks,49595-270099,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed99,Asia,United Arab Emirates,Starbucks,32292-111724,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9a,Asia,United Arab Emirates,Starbucks,4141-147544,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9b,Asia,United Arab Emirates,Starbucks,21600-213424,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9c,Asia,United Arab Emirates,Starbucks,47514-254743,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9d,Asia,United Arab Emirates,Starbucks,26471-239345,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9e,Asia,United Arab Emirates,Starbucks,25879-242844,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6ed9f,Asia,United Arab Emirates,Starbucks,6137-116711,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda0,Asia,United Arab Emirates,Starbucks,3173-122109,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda1,Asia,United Arab Emirates,Starbucks,23212-228759,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda2,Asia,United Arab Emirates,Starbucks,34335-97976,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda3,Asia,United Arab Emirates,Starbucks,1801-136467,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda4,Asia,United Arab Emirates,Starbucks,31199-104340,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda5,Asia,United Arab Emirates,Starbucks,31853-109684,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda6,Asia,United Arab Emirates,Starbucks,28811-251347,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda7,Asia,United Arab Emirates,Starbucks,6106-148051,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda8,Asia,United Arab Emirates,Starbucks,34317-95971,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6eda9,Asia,United Arab Emirates,Starbucks,32269-114734,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edaa,Asia,United Arab Emirates,Starbucks,34337-97975,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edab,Asia,United Arab Emirates,Starbucks,4143-147546,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edac,Asia,United Arab Emirates,Starbucks,30954-99024,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edad,Asia,United Arab Emirates,Starbucks,1609-136468,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edae,Asia,United Arab Emirates,Starbucks,34249-62099,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edaf,Asia,United Arab Emirates,Starbucks,23863-233552,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb0,Asia,United Arab Emirates,Starbucks,31338-103600,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb1,Asia,United Arab Emirates,Starbucks,34209-17918,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb2,Asia,United Arab Emirates,Starbucks,34210-16835,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb3,Asia,United Arab Emirates,Starbucks,28258-250593,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb4,Asia,United Arab Emirates,Starbucks,32523-106836,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb5,Asia,United Arab Emirates,Starbucks,24927-239346,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb6,Asia,United Arab Emirates,Starbucks,32328-123449,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb7,Asia,United Arab Emirates,Starbucks,34292-76574,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb8,Asia,United Arab Emirates,Starbucks,26743-245288,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edb9,Asia,United Arab Emirates,Starbucks,26048-243344,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edba,Asia,United Arab Emirates,Starbucks,32714-122107,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edbb,Asia,United Arab Emirates,Starbucks,1968-136466,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edbc,Asia,United Arab Emirates,Starbucks,27950-248318,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edbd,Asia,United Arab Emirates,Starbucks,32425-106837,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edbe,Asia,United Arab Emirates,Starbucks,32457-106838,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edbf,Asia,United Arab Emirates,Starbucks,48097-261445,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc0,Asia,United Arab Emirates,Starbucks,1577-123446,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc1,Asia,United Arab Emirates,Starbucks,3169-123447,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc2,Asia,United Arab Emirates,Starbucks,34336-97974,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc3,Asia,United Arab Emirates,Starbucks,48522-263630,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc4,Asia,United Arab Emirates,Starbucks,24139-236004,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc5,Asia,United Arab Emirates,Starbucks,34320-74020,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc6,Asia,United Arab Emirates,Starbucks,15976-165685,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc7,Asia,United Arab Emirates,Starbucks,16528-168726,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc8,Asia,United Arab Emirates,Starbucks,22125-218025,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edc9,Asia,United Arab Emirates,Starbucks,18837-193244,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edca,Asia,United Arab Emirates,Starbucks,31002-101076,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edcb,Asia,United Arab Emirates,Starbucks,34346-97779,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edcc,Asia,United Arab Emirates,Starbucks,48396-262946,Licensed,Dubai,DU,AE
6609d38a84cdd505fad6edcd,Asia,United Arab Emirates,Starbucks,17045-172945,Licensed,Fujairah,FU,AE
6609d38a84cdd505fad6edce,Asia,United Arab Emirates,Starbucks,28071-249840,Licensed,Fujairah,FU,AE
6609d38a84cdd505fad6edcf,Asia,United Arab Emirates,Starbucks,1911-138604,Licensed,Ras Al Khaimah,RK,AE
6609d38a84cdd505fad6edd0,Asia,United Arab Emirates,Starbucks,34228-219605,Licensed,Ras Al Khaimah,RK,AE
6609d38a84cdd505fad6edd1,Asia,United Arab Emirates,Starbucks,3172-113584,Licensed,Ras Al Khaimah,RK,AE
6609d38a84cdd505fad6edd2,Asia,United Arab Emirates,Starbucks,17964-183966,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd3,Asia,United Arab Emirates,Starbucks,34252-54259,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd4,Asia,United Arab Emirates,Starbucks,34253-62541,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd5,Asia,United Arab Emirates,Starbucks,1359-138434,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd6,Asia,United Arab Emirates,Starbucks,34259-54260,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd7,Asia,United Arab Emirates,Starbucks,34217-27108,Licensed,Sharjah,SH,AE
6609d38a84cdd505fad6edd8,Asia,United Arab Emirates,Starbucks,22697-223524,Licensed,Umm Al Quwain,UQ,AE
6609d38a84cdd505fad6edd9,Americas,Argentina,Starbucks,1278-139526,Licensed,Avellaneda,B,AR
6609d38a84cdd505fad6edda,Americas,Argentina,Starbucks,16436-159304,Licensed,Boulogne,B,AR
6609d38a84cdd505fad6eddb,Americas,Argentina,Starbucks,47294-254164,Licensed,Buenos Aires,B,AR
6609d38a84cdd505fad6eddc,Americas,Argentina,Starbucks,25823-198067,Licensed,Buenos Aires,B,AR
6609d38a84cdd505fad6eddd,Americas,Argentina,Starbucks,15008-157047,Licensed,Buenos Aires,B,AR
6609d38a84cdd505fad6edde,Americas,Argentina,Starbucks,26540-219150,Licensed,Buenos Aires,B,AR
6609d38a84cdd505fad6eddf,Americas,Argentina,Starbucks,47751-259030,Licensed,Caba,B,AR
6609d38a84cdd505fad6ede0,Americas,Argentina,Starbucks,47750-259026,Licensed,Caba,B,AR
6609d38a84cdd505fad6ede1,Americas,Argentina,Starbucks,16898-173464,Licensed,Ezeiza,B,AR
6609d38a84cdd505fad6ede2,Americas,Argentina,Starbucks,8091-151284,Licensed,Martinez,B,AR
6609d38a84cdd505fad6ede3,Americas,Argentina,Starbucks,1271-136936,Licensed,Martinez,B,AR
6609d38a84cdd505fad6ede4,Americas,Argentina,Starbucks,8895-151508,Licensed,Moron,B,AR
6609d38a84cdd505fad6ede5,Americas,Argentina,Starbucks,15006-157046,Licensed,Pilar,B,AR
6609d38a84cdd505fad6ede6,Americas,Argentina,Starbucks,15219-158845,Licensed,Pilar,B,AR
6609d38a84cdd505fad6ede7,Americas,Argentina,Starbucks,47724-230145,Licensed,Pilar,B,AR
6609d38a84cdd505fad6ede8,Americas,Argentina,Starbucks,15474-156010,Licensed,Quilmes,B,AR
6609d38a84cdd505fad6ede9,Americas,Argentina,Starbucks,16786-175824,Licensed,San Isidro,B,AR
6609d38a84cdd505fad6edea,Americas,Argentina,Starbucks,16444-169428,Licensed,San Justo,B,AR
6609d38a84cdd505fad6edeb,Americas,Argentina,Starbucks,3632-142527,Licensed,Tigre,B,AR
6609d38a84cdd505fad6edec,Americas,Argentina,Starbucks,3628-142530,Licensed,Tortuguitas,B,AR
6609d38a84cdd505fad6eded,Americas,Argentina,Starbucks,15478-161685,Licensed,Vicente Lopez,B,AR
6609d38a84cdd505fad6edee,Americas,Argentina,Starbucks,26464-238685,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edef,Americas,Argentina,Starbucks,7123-150606,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf0,Americas,Argentina,Starbucks,26539-230148,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf1,Americas,Argentina,Starbucks,25324-219149,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf2,Americas,Argentina,Starbucks,13054-156007,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf3,Americas,Argentina,Starbucks,15654-164107,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf4,Americas,Argentina,Starbucks,15329-160024,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf5,Americas,Argentina,Starbucks,26461-232984,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf6,Americas,Argentina,Starbucks,16744-173424,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf7,Americas,Argentina,Starbucks,26535-240364,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf8,Americas,Argentina,Starbucks,47283-246923,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edf9,Americas,Argentina,Starbucks,1290-142064,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edfa,Americas,Argentina,Starbucks,49438-156016,Joint Venture,Buenos Aires,C,AR
6609d38a84cdd505fad6edfb,Americas,Argentina,Starbucks,9126-151506,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edfc,Americas,Argentina,Starbucks,20313-198064,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edfd,Americas,Argentina,Starbucks,16600-173444,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edfe,Americas,Argentina,Starbucks,1270-136935,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6edff,Americas,Argentina,Starbucks,16743-175224,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee00,Americas,Argentina,Starbucks,1282-139530,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee01,Americas,Argentina,Starbucks,1273-137353,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee02,Americas,Argentina,Starbucks,3525-142748,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee03,Americas,Argentina,Starbucks,1284-140707,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee04,Americas,Argentina,Starbucks,17802-185946,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee05,Americas,Argentina,Starbucks,26459-238684,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee06,Americas,Argentina,Starbucks,32499-133544,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee07,Americas,Argentina,Starbucks,1277-139525,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee08,Americas,Argentina,Starbucks,9199-152184,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee09,Americas,Argentina,Starbucks,3803-153444,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0a,Americas,Argentina,Starbucks,29536-246926,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0b,Americas,Argentina,Starbucks,16370-170264,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0c,Americas,Argentina,Starbucks,1281-139529,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0d,Americas,Argentina,Starbucks,19948-198065,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0e,Americas,Argentina,Starbucks,15142-156008,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee0f,Americas,Argentina,Starbucks,24877-228684,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee10,Americas,Argentina,Starbucks,19944-202505,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee11,Americas,Argentina,Starbucks,15005-157045,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee12,Americas,Argentina,Starbucks,6177-149892,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee13,Americas,Argentina,Starbucks,16479-169427,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee14,Americas,Argentina,Starbucks,15509-158844,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee15,Americas,Argentina,Starbucks,17243-180104,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee16,Americas,Argentina,Starbucks,7027-149890,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee17,Americas,Argentina,Starbucks,24640-221027,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee18,Americas,Argentina,Starbucks,1279-139527,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee19,Americas,Argentina,Starbucks,15653-164104,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1a,Americas,Argentina,Starbucks,26538-230144,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1b,Americas,Argentina,Starbucks,20619-198066,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1c,Americas,Argentina,Starbucks,7152-150785,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1d,Americas,Argentina,Starbucks,15098-156012,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1e,Americas,Argentina,Starbucks,15459-161686,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee1f,Americas,Argentina,Starbucks,15059-157325,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee20,Americas,Argentina,Starbucks,1285-140708,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee21,Americas,Argentina,Starbucks,15058-157324,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee22,Americas,Argentina,Starbucks,16237-169426,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee23,Americas,Argentina,Starbucks,8177-151507,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee24,Americas,Argentina,Starbucks,3629-142529,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee25,Americas,Argentina,Starbucks,23695-219147,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee26,Americas,Argentina,Starbucks,16690-174425,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee27,Americas,Argentina,Starbucks,24076-221025,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee28,Americas,Argentina,Starbucks,15672-164105,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee29,Americas,Argentina,Starbucks,3633-142525,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2a,Americas,Argentina,Starbucks,25325-232985,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2b,Americas,Argentina,Starbucks,19945-198044,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2c,Americas,Argentina,Starbucks,15458-161684,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2d,Americas,Argentina,Starbucks,3554-153291,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2e,Americas,Argentina,Starbucks,15150-156011,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee2f,Americas,Argentina,Starbucks,4034-136938,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee30,Americas,Argentina,Starbucks,8090-154364,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee31,Americas,Argentina,Starbucks,24876-231226,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee32,Americas,Argentina,Starbucks,26472-239830,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee33,Americas,Argentina,Starbucks,9125-149965,Licensed,Buenos Aires,C,AR
6609d38a84cdd505fad6ee34,Americas,Argentina,Starbucks,21445-212345,Licensed,Caba,C,AR
6609d38a84cdd505fad6ee35,Americas,Argentina,Starbucks,20331-204904,Licensed,Caba,C,AR
6609d38a84cdd505fad6ee36,Americas,Argentina,Starbucks,21525-212344,Licensed,Caba,C,AR
